game_pk,at_bat_number,pitch_number,calculated_release_angle,calculated_avg_angle,release_frame,max_wrist_velocity,setup_angle,setup_std,max_pitch_angle,max_angle_frame,cocking_avg,cocking_std,accel_avg,accel_std,decel_avg,decel_std,follow_avg,follow_std,angle_range,avg_angle_change,total_analyzed_frames,output_video_path,detection_rate
776752,38,3,20.425931930541992,124.4579086303711,205,242.6271514892578,94.02647399902344,27.89091110229492,172.3010711669922,188.0,131.05389404296875,35.97526550292969,134.56521606445312,19.45889663696289,169.5570526123047,2.7934632301330566,175.07290649414062,3.28537392616272,25.17613220214844,7.152299404144287,342.0,videos/2025-08-13_776752_atbat_38_pitch_3_SI_Sinker_none_analyzed.mp4,100.0
776752,38,4,171.16033935546875,94.17955780029295,203,244.04080200195312,87.5005874633789,17.513687133789062,178.0470428466797,155.0,162.8843231201172,8.19982624053955,138.6653594970703,14.33018684387207,118.00045776367188,46.968509674072266,66.89237213134766,20.05867385864257,44.60003662109375,6.484230995178223,367.0,videos/2025-08-13_776752_atbat_38_pitch_4_FF_4-Seam_Fastball_field_out_analyzed.mp4,92.36111111111111
776752,42,1,166.5592803955078,103.43470001220705,211,229.0428161621093,128.73031616210938,37.37089920043945,179.98020935058594,117.0,175.91053771972656,2.008485794067383,1.880278468132019,1.129064917564392,,,,,176.9708709716797,12.955665588378906,213.0,videos/2025-08-13_776752_atbat_42_pitch_1_FC_Cutter_none_analyzed.mp4,59.94623655913978
776752,42,2,154.86148071289062,94.06004333496094,208,261.2597961425781,93.80359649658205,22.433124542236328,178.85430908203125,173.0,78.17578125,55.00379943847656,119.34300231933594,16.201690673828125,84.52955627441406,39.37975692749024,79.48426818847656,38.48136520385742,101.52626037597656,9.170695304870604,378.0,videos/2025-08-13_776752_atbat_42_pitch_2_FS_Split-Finger_none_analyzed.mp4,98.50374064837904
776752,42,3,172.21922302246094,111.1949234008789,202,234.0395965576172,89.85725402832031,15.105530738830566,178.61109924316406,154.0,161.19479370117188,12.109825134277344,119.21916198730467,21.579057693481445,113.23049926757812,29.4870719909668,137.86814880371094,61.40117645263672,90.01018524169922,6.005463123321533,348.0,videos/2025-08-13_776752_atbat_42_pitch_3_FF_4-Seam_Fastball_none_analyzed.mp4,100.0
776752,42,4,39.05443954467773,100.78338623046876,379,189.3419952392578,,,,,,,,,,,,,,,,videos/2025-08-13_776752_atbat_42_pitch_4_SL_Slider_none_analyzed.mp4,90.0523560209424
776752,42,5,134.8459014892578,111.79373931884766,192,217.6069793701172,91.93418884277344,25.236194610595703,179.3306121826172,183.0,127.29039001464844,41.83281326293945,120.69107055664062,33.79669570922852,151.50205993652344,24.76792907714844,120.5921630859375,50.317962646484375,38.351806640625,8.32237720489502,487.0,videos/2025-08-13_776752_atbat_42_pitch_5_FS_Split-Finger_strikeout_analyzed.mp4,57.04545454545455
776752,43,1,158.18612670898438,112.85704040527344,204,183.6033172607422,99.948486328125,21.936656951904297,179.7266082763672,192.0,114.95987701416016,34.984188079833984,139.6728515625,15.427491188049316,142.17825317382812,4.498911380767822,116.59500885009766,48.123043060302734,23.743972778320312,6.295692920684815,392.0,videos/2025-08-13_776752_atbat_43_pitch_1_CU_Curveball_none_analyzed.mp4,98.25
776752,43,2,162.64161682128906,123.44075775146484,205,237.660873413086,100.96623229980467,24.424701690673828,176.68760681152344,189.0,136.432373046875,23.167957305908203,119.28658294677734,28.264724731445312,141.9303436279297,6.792419910430908,165.03529357910156,18.89057159423828,20.488006591796875,6.129283905029297,345.0,videos/2025-08-13_776752_atbat_43_pitch_2_SI_Sinker_none_analyzed.mp4,84.80392156862744
776752,43,3,177.01966857910156,124.43437957763672,205,202.57843017578125,99.0647964477539,27.16164970397949,177.01966857910156,197.0,153.28591918945312,24.775598526000977,115.26524353027344,22.15181350708008,112.73403930664062,47.73626708984375,142.96481323242188,37.23712539672852,22.792633056640625,10.672536849975586,556.0,videos/2025-08-13_776752_atbat_43_pitch_3_ST_Sweeper_none_analyzed.mp4,76.05820105820106
776752,43,4,154.7164306640625,122.9335708618164,200,225.1731719970703,94.13877868652344,33.207733154296875,176.11651611328125,173.0,131.0547332763672,40.380821228027344,132.3863067626953,17.998722076416016,119.7998275756836,29.858606338500977,145.6734161376953,25.90417861938477,20.93418884277344,14.518203735351562,456.0,videos/2025-08-13_776752_atbat_43_pitch_4_SL_Slider_none_analyzed.mp4,72.3404255319149
776752,43,5,160.06045532226562,143.2855682373047,171,105.95410919189452,100.84854888916016,38.1704330444336,173.51210021972656,58.0,106.5762176513672,38.181739807128906,175.6669464111328,3.035072326660156,170.44818115234375,4.77126932144165,173.95657348632812,4.613582134246826,2.9957733154296875,7.550841808319092,276.0,videos/2025-08-13_776752_atbat_43_pitch_5_FF_4-Seam_Fastball_single_analyzed.mp4,69.87341772151898
776752,44,1,178.1507110595703,123.56526947021484,212,191.535873413086,107.6708755493164,36.42483901977539,178.83499145507812,40.0,160.68980407714844,20.245222091674805,132.85316467285156,5.213680267333984,161.53431701660156,9.136431694030762,161.5867919921875,17.552242279052734,30.14448547363281,11.306483268737791,362.0,videos/2025-08-13_776752_atbat_44_pitch_1_ST_Sweeper_none_analyzed.mp4,90.14778325123152
776752,44,2,140.83734130859375,112.44861602783205,197,189.4117584228516,97.41287994384766,33.09764862060547,179.82415771484375,129.0,153.46107482910156,30.96233940124512,104.94163513183594,25.66742897033692,168.28440856933594,3.714271306991577,84.23424530029297,44.46123504638672,76.12104797363281,10.947467803955078,298.0,videos/2025-08-13_776752_atbat_44_pitch_2_ST_Sweeper_none_analyzed.mp4,79.6875
776752,44,3,96.41790771484376,99.02227020263672,197,181.1999053955078,97.43746185302734,32.883201599121094,179.5665740966797,190.0,128.15966796875,45.715328216552734,108.55432891845705,19.69960021972656,127.29949188232422,11.498452186584473,90.36217498779295,58.57609176635742,121.13720703125,14.05508041381836,361.0,videos/2025-08-13_776752_atbat_44_pitch_3_ST_Sweeper_none_analyzed.mp4,99.72375690607734
776752,44,4,149.2796173095703,120.02230834960938,204,209.36935424804688,98.14816284179688,35.13873291015625,177.9256591796875,171.0,118.7566909790039,46.35277938842773,138.9964141845703,18.586084365844727,144.3855743408203,9.246774673461914,123.93390655517578,45.41163635253906,20.73130798339844,12.525614738464355,734.0,videos/2025-08-13_776752_atbat_44_pitch_4_FF_4-Seam_Fastball_none_analyzed.mp4,77.71966527196653
776752,44,5,43.08600616455078,117.8380889892578,76,289.12994384765625,13.684089660644531,7.913071155548096,168.36805725097656,2.0,82.59015655517578,65.18904113769531,139.1981658935547,7.859867572784424,111.5858917236328,13.666326522827148,113.12083435058594,43.61880874633789,36.25392150878906,14.06623363494873,258.0,videos/2025-08-13_776752_atbat_44_pitch_5_ST_Sweeper_single_analyzed.mp4,61.5566037735849
776752,45,1,125.78919219970705,110.29623413085938,204,203.6454925537109,93.70427703857422,22.760692596435547,168.44993591308594,121.0,121.8176040649414,46.681278228759766,121.93836975097656,20.33942031860352,164.35986328125,13.188847541809082,69.90003204345703,14.678484916687012,18.71131896972656,8.217455863952637,304.0,videos/2025-08-13_776752_atbat_45_pitch_1_FF_4-Seam_Fastball_none_analyzed.mp4,85.21505376344086
776752,45,2,146.3941650390625,114.21265411376952,207,189.4757843017578,92.4933853149414,20.636085510253903,175.7667694091797,168.0,108.7953872680664,49.929466247558594,122.40666198730467,14.815680503845217,136.78030395507812,5.544640064239502,139.8955078125,46.20367431640625,42.60394287109375,8.192842483520508,355.0,videos/2025-08-13_776752_atbat_45_pitch_2_ST_Sweeper_none_analyzed.mp4,100.0
776752,45,3,116.79216003417967,103.6816177368164,209,213.4904327392578,93.87240600585938,23.95891761779785,175.2486114501953,189.0,126.0693359375,38.19080352783203,121.11692810058594,18.74907875061035,158.39474487304688,10.934178352355955,99.01496124267578,60.48906326293945,47.348609924316406,9.17921257019043,374.0,videos/2025-08-13_776752_atbat_45_pitch_3_ST_Sweeper_double_analyzed.mp4,100.0
776660,11,1,119.61968231201172,106.35124969482422,183,104.54317474365234,63.17544174194336,37.37740707397461,166.04425048828125,179.0,124.8527374267578,37.60377883911133,147.6520538330078,15.791783332824709,142.75582885742188,7.0760908126831055,150.3357696533203,17.595537185668945,22.92646789550781,7.462863445281982,362.0,videos/2025-08-20_776660_atbat_11_pitch_1_SL_Slider_none_analyzed.mp4,100.0
776660,11,2,159.75941467285156,74.49504852294922,175,107.06617736816406,54.094120025634766,34.317562103271484,161.8246612548828,158.0,153.6387939453125,5.311854839324951,123.895751953125,23.24445152282715,133.13702392578125,16.01738739013672,69.4711685180664,36.17135238647461,78.33499908447266,8.609733581542969,356.0,videos/2025-08-20_776660_atbat_11_pitch_2_FC_Cutter_single_analyzed.mp4,100.0
776660,12,1,179.5519256591797,108.92288970947266,273,157.78306579589844,90.13543701171876,52.24972152709961,179.5519256591797,264.0,173.2907257080078,5.920889377593994,142.35507202148438,33.29930877685547,147.34197998046875,17.55211639404297,121.23553466796876,51.883934020996094,16.845809936523438,6.7950119972229,515.0,videos/2025-08-20_776660_atbat_12_pitch_1_SI_Sinker_none_analyzed.mp4,70.708446866485
776660,12,2,157.027099609375,94.84664154052734,206,239.548828125,55.82246017456055,42.1393928527832,160.1759490966797,179.0,106.09320068359376,46.210205078125,129.89923095703125,17.30034828186035,135.35157775878906,31.11203384399414,130.2391357421875,34.5141487121582,4.956451416015625,12.14169692993164,376.0,videos/2025-08-20_776660_atbat_12_pitch_2_ST_Sweeper_none_analyzed.mp4,45.16509433962264
776660,12,3,121.84271240234376,120.68960571289062,182,79.2930679321289,88.71593475341797,23.72229385375977,163.9640655517578,177.0,106.3712387084961,45.88283920288086,144.67117309570312,14.873320579528809,122.0619125366211,18.390539169311523,163.02232360839844,20.03350830078125,58.30963897705078,4.883691310882568,358.0,videos/2025-08-20_776660_atbat_12_pitch_3_FF_4-Seam_Fastball_force_out_analyzed.mp4,100.0
776660,13,1,116.7769546508789,110.23934936523438,181,91.1280288696289,84.96190643310547,16.258317947387695,163.02418518066406,153.0,152.37326049804688,5.367496490478516,135.41856384277344,16.324792861938477,118.67095184326172,13.78575325012207,135.2081756591797,36.16228866577149,28.034439086914062,4.788971424102783,350.0,videos/2025-08-20_776660_atbat_13_pitch_1_FC_Cutter_none_analyzed.mp4,98.87005649717514
776660,13,2,73.47941589355469,113.2772216796875,182,68.11219787597656,84.4061279296875,23.146955490112305,162.63560485839844,178.0,108.8807144165039,37.47874069213867,131.6130828857422,29.66042137145996,147.4111785888672,10.455453872680664,143.86964416503906,32.89469528198242,33.25126647949219,5.442264080047607,357.0,videos/2025-08-20_776660_atbat_13_pitch_2_FC_Cutter_none_analyzed.mp4,100.0
776660,13,3,170.5816650390625,148.25242614746094,157,76.7877197265625,148.1474609375,9.317214965820312,173.31300354003906,124.0,162.29483032226562,14.176074981689451,148.3074493408203,14.31921672821045,164.1598358154297,7.995027542114258,151.65281677246094,20.60751342773437,30.566436767578125,6.892618179321289,331.0,videos/2025-08-20_776660_atbat_13_pitch_3_FF_4-Seam_Fastball_none_analyzed.mp4,92.4581005586592
776660,13,4,120.20774841308594,136.91856384277344,181,90.32727813720705,148.4152069091797,10.964262008666992,178.8256378173828,108.0,151.7508087158203,16.90001106262207,145.03367614746094,14.841389656066896,139.20201110839844,14.533164024353027,127.95415496826172,21.87451362609864,89.64786529541016,7.256815433502197,338.0,videos/2025-08-20_776660_atbat_13_pitch_4_FC_Cutter_none_analyzed.mp4,95.48022598870055
776660,13,5,89.4010009765625,104.7436981201172,181,80.4479751586914,91.67831420898438,8.811625480651855,167.91482543945312,152.0,142.50341796875,12.95460319519043,138.54884338378906,21.81563186645508,120.56531524658205,14.936298370361328,106.46900177001952,30.1510009765625,53.96331024169922,7.249855518341064,356.0,videos/2025-08-20_776660_atbat_13_pitch_5_FF_4-Seam_Fastball_single_analyzed.mp4,100.0
776660,14,1,125.27238464355467,106.37798309326172,175,125.6134033203125,93.33479309082033,22.26917839050293,166.19569396972656,172.0,76.76297760009766,61.83639526367188,132.49624633789062,26.14407157897949,120.37488555908205,15.85365390777588,114.5403060913086,33.31520462036133,30.416275024414062,6.692779064178467,354.0,videos/2025-08-20_776660_atbat_14_pitch_1_ST_Sweeper_none_analyzed.mp4,100.0
776660,14,2,168.30702209472656,119.4903564453125,242,116.40373229980467,99.67021942138672,26.527204513549805,179.70326232910156,203.0,169.26979064941406,7.978815078735352,153.25192260742188,16.754785537719727,158.50149536132812,14.28703784942627,122.83552551269533,50.724063873291016,31.8541259765625,11.019594192504885,440.0,videos/2025-08-20_776660_atbat_14_pitch_2_FF_4-Seam_Fastball_none_analyzed.mp4,64.86880466472303
776660,14,3,105.45514678955078,84.81969451904297,176,65.42110443115234,58.18316650390625,30.178089141845703,160.71609497070312,153.0,144.5694580078125,9.795344352722168,127.07331085205078,28.076868057250977,155.1859893798828,5.588754177093506,86.86408233642578,39.3509407043457,30.965850830078125,9.030344009399414,356.0,videos/2025-08-20_776660_atbat_14_pitch_3_ST_Sweeper_none_analyzed.mp4,100.0
776660,14,4,126.63124084472656,91.9392547607422,183,93.4522705078125,65.0748291015625,39.98052215576172,162.12069702148438,179.0,123.3986587524414,26.58788108825684,141.72862243652344,15.231904983520508,125.02678680419922,11.565449714660645,103.2196807861328,44.89752197265625,41.68656921386719,7.664623260498047,432.0,videos/2025-08-20_776660_atbat_14_pitch_4_SL_Slider_none_analyzed.mp4,100.0
776660,14,5,158.24278259277344,111.8491439819336,260,113.3691864013672,84.05168151855469,49.427616119384766,178.78099060058594,245.0,173.8668975830078,4.85405969619751,160.818115234375,6.768921375274658,139.88198852539062,39.345489501953125,150.3483428955078,24.105758666992188,13.267044067382812,8.558516502380371,414.0,videos/2025-08-20_776660_atbat_14_pitch_5_ST_Sweeper_none_analyzed.mp4,54.296875
776660,14,6,130.07742309570312,101.73420715332033,180,83.39947509765625,63.60122680664063,38.76435470581055,168.5171356201172,177.0,131.1600799560547,26.1911849975586,136.14768981933594,14.000551223754885,140.61831665039062,7.205526828765869,154.33029174804688,22.233810424804688,37.186309814453125,6.102387428283691,324.0,videos/2025-08-20_776660_atbat_14_pitch_6_ST_Sweeper_double_analyzed.mp4,90.54054054054052
776660,15,1,91.1294403076172,83.68540954589844,177,92.14434051513672,61.86776351928711,32.31775665283203,163.68064880371094,153.0,153.83145141601562,9.227173805236816,126.26862335205078,20.7246322631836,122.85179901123048,11.696368217468262,126.03053283691406,1.4756507873535156,30.012619018554688,8.736959457397461,239.0,videos/2025-08-20_776660_atbat_15_pitch_1_SI_Sinker_none_analyzed.mp4,50.19762845849802
776660,15,2,88.98333740234375,104.5627670288086,102,201.0435791015625,97.03954315185548,41.75419998168945,176.9298553466797,93.0,148.14181518554688,22.52985191345215,133.79962158203125,12.192407608032228,135.77796936035156,5.647871494293213,87.99007415771484,57.73632049560547,54.5560302734375,9.641291618347168,249.0,videos/2025-08-20_776660_atbat_15_pitch_2_SL_Slider_none_analyzed.mp4,72.75280898876404
776660,15,3,136.2117919921875,86.69821166992188,202,117.21147918701172,69.20897674560547,41.04224395751953,174.7395782470703,191.0,129.05267333984375,48.19614028930664,113.84870147705078,18.13000869750977,131.02760314941406,6.13076639175415,95.01282501220705,63.38687515258789,21.27729797363281,9.417494773864746,345.0,videos/2025-08-20_776660_atbat_15_pitch_3_FC_Cutter_sac_fly_analyzed.mp4,100.0
776660,16,1,115.17478942871094,100.4648895263672,183,95.1688003540039,62.454345703125,41.70318603515625,173.4944610595703,181.0,138.20016479492188,36.456050872802734,114.00753021240234,40.41817855834961,116.31302642822266,12.60916519165039,155.70269775390625,11.546600341796877,30.037338256835938,7.652613639831543,350.0,videos/2025-08-20_776660_atbat_16_pitch_1_ST_Sweeper_none_analyzed.mp4,100.0
776660,16,2,119.43077087402344,109.29501342773438,182,102.4234390258789,62.28157424926758,39.3131103515625,178.7943878173828,169.0,83.1144790649414,53.92302322387695,135.80987548828125,17.583663940429688,131.78305053710938,14.684483528137209,166.63352966308594,16.272043228149414,49.439727783203125,6.601625919342041,356.0,videos/2025-08-20_776660_atbat_16_pitch_2_SL_Slider_none_analyzed.mp4,100.0
776660,16,3,80.73641204833984,90.25741577148438,180,67.25932312011719,68.15339660644531,37.60393142700195,161.72409057617188,161.0,119.92047119140624,32.603031158447266,137.6438446044922,11.89711093902588,100.1663818359375,40.55974960327149,101.98757934570312,41.59967803955078,27.690414428710938,9.145238876342772,337.0,videos/2025-08-20_776660_atbat_16_pitch_3_SL_Slider_none_analyzed.mp4,95.50561797752808
776660,16,4,133.44668579101562,116.40635681152344,184,91.2819595336914,62.96146774291992,37.57180404663086,168.16883850097656,181.0,114.78250885009766,45.46508407592773,134.91043090820312,17.50741958618164,115.4099578857422,11.363137245178224,170.7561798095703,9.514033317565918,37.35560607910156,6.851575374603272,411.0,videos/2025-08-20_776660_atbat_16_pitch_4_SL_Slider_strikeout_analyzed.mp4,100.0
776660,21,1,167.2109375,120.70491790771484,199,156.32675170898438,82.36547088623047,42.86679458618164,177.1230926513672,152.0,153.89981079101562,14.825817108154297,141.52574157714844,8.22063159942627,171.59036254882812,7.193773746490479,166.8607940673828,7.771482944488525,53.2314453125,5.488687992095947,334.0,videos/2025-08-20_776660_atbat_21_pitch_1_SI_Sinker_none_analyzed.mp4,87.30569948186529
